Date,Rendement_Bitcoin,Rendement_gold,Rendement_nvidia
2021-02-10,622.7395205422373,120.58765787579348,246.14871623874626
2021-02-11,666.55601544487342,119.54715005562464,254.26808936312102
2021-02-12,657.958554404289,119.31156337936,249.43314438146052
2021-02-13,655.13903163976772,,
2021-02-14,675.62154504291789,,
2021-02-15,665.80043890108061,117.72789738891434,
2021-02-16,682.93147031861986,117.72789738891434,255.58519506502168
2021-02-17,723.34231506430729,116.013349911655,248.51617205735246
2021-02-18,716.439345537376,116.15731954715007,247.2324108036012
2021-02-19,776.50212505902937,116.3143773313265,248.84961653884631
2021-02-20,776.73963165643488,,
2021-02-21,797.71382538403839,,
2021-02-22,751.57365482374519,118.3430403769387,239.34644881627213
2021-02-23,679.34109280813345,118.17943851842159,235.7785928642881
2021-02-24,690.26222950637509,117.65591257116684,241.73057685895301
2021-02-25,651.80282785632937,116.18349584451279,221.85728576192062
2021-02-26,643.70676963248968,113.13395720175382,228.65955318439481
2021-02-27,640.80530014722626,,
2021-02-28,627.29520264451787,,
2021-03-01,688.84552348676357,112.75440088999412,230.77692564188061
2021-03-02,672.57701602822294,113.44807277010666,223.50783594531515
2021-03-03,699.95138753854269,112.28322753746482,213.48782927642551
2021-03-04,672.62979527209086,111.29507231202147,206.23541180393468
2021-03-05,677.69243590099722,111.15110267652642,207.75258419473158
2021-03-06,678.5688491346981,,
2021-03-07,708.10716964360131,,
2021-03-08,726.5618489402483,109.80956743668608,193.28109369789931
2021-03-09,762.229506375177,112.35521235521237,208.73624541513837
2021-03-10,775.742381732826,112.6758719979059,207.86928976325444
2021-03-11,802.79313314258718,112.72822459263136,216.62220740246752
2021-03-12,795.37070474179836,112.54499051109221,214.33811270423476
2021-03-13,849.9583321758937,,
2021-03-14,821.04641795605426,,
2021-03-15,774.90069168588013,113.16013349911655,219.92330776925644
2021-03-16,790.15667101863926,113.2713827629082,221.59053017672559
2021-03-17,818.26578516069878,113.02270793796218,222.42414138046013
2021-03-18,800.80002222283952,113.37608795235914,212.1040346782261
2021-03-19,806.80018889413589,113.97814279170213,214.17139046348782
2021-03-20,806.875190977527,,
2021-03-21,797.01936164893471,,
2021-03-22,752.21950609739167,113.74255611543747,219.839946648883
2021-03-23,756.30573071474214,112.89182645114848,217.92264088029344
2021-03-24,726.76185449595823,113.42189647274394,210.78692897632547
2021-03-25,712.82952304230673,112.89182645114848,208.98632877625874
2021-03-26,764.411511430873,113.36299980367777,214.05468489496496
2021-03-27,775.89516375454878,,
2021-03-28,774.538181616156,,
2021-03-29,800.24722908969682,112.04764086120021,215.87195731910634
2021-03-30,816.29073029806386,110.33309338394083,214.60486828942985
2021-03-31,816.185171810328,112.27013938878345,222.540846948983
2021-04-01,815.55459873885388,113.10778090439109,230.27675891963989
2021-04-02,819.1519208866913,,
2021-04-03,792.52062557293254,,
2021-04-04,808.35439873329824,,
2021-04-05,819.37553820939468,113.13395720175382,233.2110703567856
2021-04-06,805.52654240395577,114.06321575813101,231.11037012337451
2021-04-07,777.08686352398672,113.97159871736142,235.79526508836278
2021-04-08,806.652962582294,115.05791505791507,238.69623207735913
2021-04-09,807.2265896274896,114.18100909626334,240.08002667555854
2021-04-10,829.86194060946139,,
2021-04-11,833.06064057334925,,
2021-04-12,831.46476291008082,113.3891761010405,253.567855951984
2021-04-13,882.537014917081,114.36424317780249,261.403801267089
2021-04-14,874.752076446568,113.62476277730515,254.70156718906307
